youth_drop,per_mnrty,hs_drop,col_degree,per_asian,per_white,per_black,shape_leng,shape_area,np_ct,mean_inc,pop1619,dropout,enrollhs,per_prv_sc,per_pub_sc,over3,notenroll,over3enr,pubsch,pub_pk,pub_k8,pub_hs,pub_col,privsch,priv_pk,priv_k8,priv_hs,priv_col,over25,subhs,hs,somecol,college,master,prof,phd,white,black,asian,sub18,gender_par,male,female,school_ct,popdens,population,lat_centroid,lon_centroid,id_centroid
0.0,0.98,0.3,0.19,0.01,0.02,0.92,6813.17424616,2191493.92123,0.0,62644.0,107.0,0.0,107.0,0.28,0.72,2669.0,1915.0,754.0,542.0,14.0,276.0,143.0,109.0,212.0,26.0,92.0,22.0,72.0,1808.0,535.0,1273.0,718.0,342.0,128.0,25.0,9.0,52.0,2479.0,17.0,656.0,0.7641,1169.0,1530.0,0,34073.31,2699.0,40.8736170277644,-73.8492148075799,178
0.0552995,0.6,0.52,0.1,0.07,0.4,0.04,4989.72362438,1506326.57754,0.0,26902.0,217.0,12.0,205.0,0.18,0.82,4164.0,2961.0,1203.0,989.0,68.0,458.0,274.0,189.0,214.0,8.0,99.0,12.0,95.0,2662.0,1389.0,1273.0,682.0,270.0,106.0,41.0,17.0,1743.0,184.0,299.0,1145.0,0.9386,2111.0,2249.0,1,82974.01,4360.0,40.648579945667564,-74.0100379414126,179
0.2088608,0.62,0.52,0.07,0.2,0.38,0.03,4476.8586823,1029133.7757,0.0,29338.0,158.0,33.0,125.0,0.09,0.91,2334.0,1571.0,763.0,698.0,57.0,323.0,212.0,106.0,65.0,0.0,41.0,0.0,24.0,1388.0,725.0,663.0,270.0,102.0,27.0,14.0,8.0,948.0,73.0,506.0,772.0,0.9921,1258.0,1268.0,0,64822.2,2526.0,40.64684984972794,-73.99769517158616,180
0.2338902,0.67,0.51,0.07,0.2,0.33,0.04,5203.97932758,1625498.61135,0.0,28594.0,419.0,98.0,321.0,0.16,0.84,5706.0,3943.0,1763.0,1475.0,109.0,786.0,417.0,163.0,288.0,6.0,29.0,32.0,221.0,3416.0,1745.0,1671.0,862.0,252.0,71.0,33.0,16.0,1992.0,220.0,1246.0,1850.0,1.0221,3094.0,3027.0,1,102396.4,6121.0,40.64377621415819,-74.0081152769028,181
0.294964,0.7,0.57,0.08,0.3,0.3,0.04,5203.434409,1625060.75381,0.0,29976.0,417.0,123.0,294.0,0.12,0.88,5964.0,4196.0,1768.0,1563.0,103.0,872.0,391.0,197.0,205.0,27.0,53.0,71.0,54.0,3687.0,2106.0,1581.0,775.0,277.0,99.0,26.0,5.0,1901.0,240.0,1910.0,1880.0,0.9801,3104.0,3167.0,0,106314.8,6271.0,40.64153539284728,-74.01044567274411,182
0.190678,0.51,0.52,0.11,0.05,0.49,0.04,7585.52908922,3393635.76031,0.0,30788.0,236.0,45.0,191.0,0.16,0.84,3914.0,2843.0,1071.0,900.0,50.0,520.0,196.0,134.0,171.0,6.0,63.0,29.0,73.0,2476.0,1281.0,1195.0,651.0,263.0,84.0,34.0,12.0,2010.0,179.0,213.0,1099.0,1.0485,2096.0,1999.0,1,34971.22,4095.0,40.65838241552222,-73.99983864277505,183
0.2386831,0.64,0.51,0.09,0.42,0.36,0.02,5223.37845177,1640687.89396,0.0,29485.0,243.0,58.0,185.0,0.15,0.85,4439.0,3166.0,1273.0,1078.0,44.0,567.0,375.0,92.0,195.0,17.0,43.0,0.0,135.0,2895.0,1475.0,1420.0,634.0,252.0,69.0,15.0,0.0,1642.0,85.0,1943.0,1195.0,0.9983,2306.0,2310.0,0,76106.77,4616.0,40.63928461995699,-74.01278732351365,184
0.1820988,0.78,0.57,0.11,0.69,0.22,0.01,5221.79194853,1639390.94627,0.0,24574.0,324.0,59.0,265.0,0.11,0.89,5282.0,3882.0,1400.0,1252.0,89.0,621.0,323.0,219.0,148.0,3.0,49.0,20.0,76.0,3721.0,2116.0,1605.0,823.0,421.0,174.0,60.0,39.0,1219.0,55.0,3806.0,1292.0,0.9849,2744.0,2786.0,0,94570.67,5530.0,40.63662395199821,-74.00838156426887,185
0.1903409,0.79,0.52,0.11,0.67,0.21,0.02,5203.31883559,1624784.30242,0.0,26895.0,352.0,67.0,285.0,0.13,0.87,5201.0,3613.0,1588.0,1387.0,31.0,739.0,354.0,263.0,201.0,18.0,71.0,26.0,86.0,3402.0,1766.0,1636.0,685.0,379.0,142.0,48.0,20.0,1120.0,112.0,3648.0,1419.0,1.02,2757.0,2703.0,0,96869.73,5460.0,40.63887474447228,-74.00603982189101,186
0.148265,0.69,0.5,0.14,0.5,0.31,0.01,5203.51659971,1624849.99473,0.0,28844.0,317.0,47.0,270.0,0.14,0.86,4477.0,3119.0,1358.0,1168.0,10.0,522.0,357.0,279.0,190.0,9.0,105.0,6.0,70.0,2847.0,1430.0,1417.0,718.0,411.0,141.0,65.0,5.0,1486.0,60.0,2390.0,1257.0,0.9756,2357.0,2416.0,1,81864.38,4773.0,40.641116063388495,-74.00371039512012,187
0.0728477,0.65,0.45,0.13,0.32,0.35,0.04,5365.03649121,1699091.93703,0.0,30786.0,151.0,11.0,140.0,0.26,0.74,1935.0,1356.0,579.0,426.0,5.0,242.0,123.0,56.0,153.0,0.0,60.0,30.0,63.0,1337.0,600.0,737.0,345.0,172.0,65.0,0.0,0.0,699.0,71.0,637.0,546.0,0.9872,1002.0,1015.0,1,33393.46,2017.0,40.644575724259845,-73.99277164816831,188
0.0701754,0.33,0.33,0.27,0.14,0.67,0.05,5462.28164977,1806159.28883,1.0,35107.0,285.0,20.0,265.0,0.59,0.41,3891.0,2559.0,1332.0,551.0,0.0,223.0,88.0,240.0,781.0,43.0,399.0,171.0,168.0,2543.0,834.0,1709.0,1109.0,675.0,356.0,245.0,17.0,2740.0,197.0,589.0,1178.0,0.8574,1900.0,2216.0,0,61761.77,4116.0,40.639423233731605,-73.9992118798513,189
0.0858086,0.68,0.47,0.09,0.55,0.32,0.01,5869.31370291,1725357.37203,0.0,26330.0,303.0,26.0,277.0,0.18,0.82,4102.0,2935.0,1167.0,952.0,29.0,481.0,271.0,171.0,215.0,23.0,69.0,38.0,85.0,2773.0,1310.0,1463.0,607.0,260.0,92.0,23.0,15.0,1371.0,59.0,2350.0,1101.0,0.9537,2079.0,2180.0,0,68403.99,4259.0,40.635872879391336,-74.003649162716,190
0.20625,0.55,0.36,0.18,0.07,0.45,0.1,5828.22087315,2162689.75957,0.0,30833.0,160.0,33.0,127.0,0.23,0.77,2715.0,1936.0,779.0,601.0,45.0,349.0,105.0,102.0,178.0,20.0,15.0,14.0,129.0,1733.0,624.0,1109.0,694.0,319.0,48.0,12.0,0.0,1248.0,287.0,189.0,660.0,1.0262,1412.0,1376.0,0,35208.38,2788.0,40.66855766950999,-73.9933011913015,191
0.4,0.73,0.54,0.1,0.61,0.27,0.01,7958.05461895,2359853.86991,0.0,24655.0,75.0,30.0,45.0,0.12,0.88,1842.0,1399.0,443.0,389.0,16.0,218.0,75.0,80.0,54.0,0.0,0.0,0.0,54.0,1331.0,725.0,606.0,302.0,138.0,34.0,14.0,0.0,535.0,26.0,1221.0,483.0,1.005,1007.0,1002.0,0,23575.86,2009.0,40.635104591325465,-74.01149012665162,192
0.0990099,0.56,0.34,0.19,0.08,0.44,0.09,5142.25538045,1593259.28072,0.0,36343.0,101.0,10.0,91.0,0.21,0.79,1696.0,1211.0,485.0,385.0,5.0,175.0,95.0,110.0,100.0,0.0,45.0,7.0,48.0,1144.0,394.0,750.0,480.0,220.0,93.0,39.0,26.0,793.0,164.0,145.0,408.0,0.9353,868.0,928.0,0,31803.11,1796.0,40.67147905784308,-73.9910492548506,193
0.0,0.48,0.3,0.17,0.39,0.52,0.0,4828.98391705,1238338.87713,0.0,40341.0,70.0,0.0,70.0,0.19,0.81,1856.0,1301.0,555.0,450.0,17.0,213.0,99.0,121.0,105.0,0.0,31.0,36.0,38.0,1239.0,377.0,862.0,395.0,208.0,49.0,29.0,0.0,1050.0,10.0,785.0,437.0,0.9178,960.0,1046.0,0,46521.87,2006.0,40.63080173112892,-74.01330349265078,194
0.1123596,0.36,0.27,0.24,0.17,0.64,0.01,5648.23650682,1899181.45108,0.0,36496.0,178.0,20.0,158.0,0.27,0.73,4507.0,3321.0,1186.0,863.0,74.0,467.0,213.0,109.0,323.0,22.0,54.0,25.0,222.0,3163.0,848.0,2315.0,1335.0,765.0,314.0,84.0,6.0,3031.0,47.0,787.0,1091.0,0.9303,2281.0,2452.0,1,69478.75,4733.0,40.63258738493147,-74.02138414949364,195
0.0979021,0.35,0.27,0.22,0.19,0.65,0.0,6369.33527705,1665114.65019,0.0,34375.0,143.0,14.0,129.0,0.22,0.78,1972.0,1448.0,524.0,408.0,19.0,182.0,102.0,105.0,116.0,18.0,33.0,27.0,38.0,1380.0,373.0,1007.0,562.0,301.0,146.0,38.0,0.0,1416.0,5.0,406.0,556.0,1.0215,1094.0,1071.0,0,34986.3,2165.0,40.62799353161625,-74.01565121934625,196
0.0,0.33,0.11,0.59,0.06,0.67,0.11,5175.70376883,1596011.18244,0.0,57885.0,87.0,0.0,87.0,0.42,0.58,3533.0,2736.0,797.0,464.0,12.0,250.0,71.0,131.0,333.0,25.0,89.0,26.0,193.0,2689.0,304.0,2385.0,2047.0,1586.0,761.0,248.0,84.0,2451.0,393.0,208.0,625.0,0.9209,1758.0,1909.0,0,65246.57,3667.0,40.67518067758292,-73.98130740386144,197
0.0797872,0.23,0.23,0.3,0.1,0.77,0.01,8233.6651817,2322222.27173,0.0,42500.0,188.0,15.0,173.0,0.26,0.74,3794.0,2810.0,984.0,729.0,14.0,308.0,206.0,201.0,255.0,38.0,85.0,18.0,114.0,2783.0,648.0,2135.0,1426.0,833.0,256.0,88.0,25.0,3020.0,24.0,404.0,797.0,0.8947,1853.0,2071.0,0,46760.71,3924.0,40.62688515969299,-74.0225668376604,198
0.0,0.3,0.16,0.5,0.05,0.7,0.1,5226.63181834,1638366.13289,0.0,57042.0,100.0,0.0,100.0,0.26,0.74,2778.0,2060.0,718.0,531.0,7.0,270.0,157.0,97.0,187.0,49.0,41.0,15.0,82.0,1937.0,312.0,1625.0,1241.0,965.0,487.0,155.0,56.0,2072.0,300.0,137.0,553.0,0.9463,1445.0,1527.0,1,50952.83,2972.0,40.67039801905822,-73.98532313416558,199
0.1359223,0.21,0.19,0.3,0.11,0.79,0.0,6620.92875295,1749709.16556,0.0,40117.0,103.0,14.0,89.0,0.23,0.77,3187.0,2602.0,585.0,451.0,9.0,236.0,90.0,116.0,134.0,16.0,59.0,17.0,42.0,2586.0,500.0,2086.0,1251.0,786.0,260.0,121.0,30.0,2530.0,9.0,353.0,596.0,0.8982,1517.0,1689.0,0,51046.01,3206.0,40.62431102029387,-74.02551746381067,200
0.0860215,0.4,0.25,0.47,0.07,0.6,0.14,5219.68022622,1631336.46551,7.0,42361.0,93.0,8.0,85.0,0.22,0.78,3636.0,2722.0,914.0,712.0,64.0,361.0,108.0,179.0,202.0,13.0,66.0,8.0,115.0,2642.0,660.0,1982.0,1597.0,1229.0,597.0,107.0,35.0,2287.0,525.0,278.0,757.0,0.916,1832.0,2000.0,0,66236.21,3832.0,40.66798930995992,-73.98733692957848,201
0.5666667,0.24,0.09,0.71,0.05,0.76,0.06,5175.22164571,1607114.00638,0.0,66815.0,30.0,17.0,13.0,0.46,0.54,3208.0,2558.0,650.0,349.0,32.0,163.0,24.0,130.0,301.0,39.0,143.0,19.0,100.0,2498.0,213.0,2285.0,2077.0,1771.0,778.0,262.0,101.0,2566.0,207.0,182.0,602.0,0.9416,1644.0,1746.0,0,57805.76,3390.0,40.66568910285752,-73.98258519681501,202
0.1011236,0.23,0.07,0.71,0.11,0.77,0.05,5188.38119116,1619490.33964,0.0,66809.0,89.0,9.0,80.0,0.47,0.53,2849.0,2249.0,600.0,316.0,18.0,125.0,84.0,89.0,284.0,48.0,89.0,12.0,135.0,2340.0,163.0,2177.0,1901.0,1659.0,1017.0,530.0,148.0,2266.0,160.0,331.0,462.0,0.9126,1410.0,1545.0,1,51421.8,2955.0,40.66810050296985,-73.9805759591842,203
0.0,0.2,0.07,0.69,0.04,0.8,0.08,5181.35151683,1610814.3847,0.0,63073.0,81.0,0.0,81.0,0.41,0.59,3217.0,2409.0,808.0,477.0,5.0,214.0,87.0,171.0,331.0,8.0,143.0,33.0,147.0,2570.0,186.0,2384.0,2179.0,1783.0,962.0,298.0,74.0,2652.0,281.0,144.0,645.0,0.8883,1558.0,1754.0,5,57847.55,3312.0,40.67051353965461,-73.97856126494317,204
0.0,0.19,0.05,0.75,0.05,0.81,0.08,5427.70457519,1802056.17651,2.0,68787.0,61.0,0.0,61.0,0.56,0.44,4013.0,3112.0,901.0,396.0,9.0,218.0,40.0,129.0,505.0,54.0,163.0,36.0,252.0,3260.0,166.0,3094.0,2907.0,2437.0,1312.0,507.0,198.0,3368.0,324.0,216.0,658.0,0.8496,1903.0,2240.0,0,63194.99,4143.0,40.67305235624943,-73.97641673491533,205
0.0,0.14,0.02,0.79,0.04,0.86,0.05,6727.00499626,2006987.78225,0.0,77871.0,92.0,0.0,92.0,0.54,0.46,4636.0,3606.0,1030.0,471.0,49.0,232.0,36.0,154.0,559.0,127.0,185.0,61.0,186.0,3741.0,81.0,3660.0,3486.0,2946.0,1566.0,717.0,197.0,4160.0,227.0,195.0,914.0,0.8635,2246.0,2601.0,0,71707.41,4847.0,40.66997303391076,-73.97404364163432,206
0.0,0.09,0.24,0.26,0.04,0.91,0.0,4545.30526674,1326115.41358,0.0,49444.0,56.0,0.0,56.0,0.37,0.63,1460.0,1208.0,252.0,159.0,5.0,83.0,14.0,57.0,93.0,14.0,0.0,0.0,79.0,1173.0,285.0,888.0,513.0,302.0,147.0,74.0,0.0,1296.0,0.0,58.0,197.0,0.8725,664.0,761.0,0,29574.37,1425.0,40.60469646355728,-74.01531269916278,207
0.0,0.21,0.25,0.26,0.13,0.79,0.0,7327.42690625,2249706.42335,0.0,47569.0,78.0,0.0,78.0,0.38,0.62,2696.0,2022.0,674.0,416.0,53.0,227.0,59.0,77.0,258.0,27.0,66.0,72.0,93.0,2049.0,509.0,1540.0,883.0,535.0,244.0,76.0,11.0,2282.0,13.0,378.0,591.0,0.9278,1387.0,1495.0,1,36464.63,2882.0,40.61013328420395,-74.01263375933493,208
0.2727273,0.26,0.29,0.18,0.21,0.74,0.0,7259.32127483,2220321.52288,0.0,34617.0,110.0,30.0,80.0,0.3,0.7,2739.0,2122.0,617.0,433.0,25.0,222.0,69.0,117.0,184.0,9.0,74.0,45.0,56.0,2054.0,591.0,1463.0,743.0,363.0,140.0,39.0,12.0,2132.0,1.0,606.0,610.0,0.9089,1377.0,1515.0,0,36497.72,2892.0,40.608882561651406,-74.01034672226224,209
0.0,0.23,0.15,0.22,0.05,0.77,0.04,7734.61874333,1578320.06481,0.0,51944.0,5.0,0.0,5.0,0.0,1.0,317.0,263.0,54.0,54.0,6.0,34.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,213.0,32.0,181.0,88.0,46.0,15.0,0.0,0.0,273.0,13.0,18.0,61.0,0.8154,159.0,195.0,0,5835.72,354.0,40.65665135140723,-73.98276048289729,210
0.0,0.22,0.29,0.21,0.15,0.78,0.0,5440.01561628,1460945.93717,0.0,50250.0,33.0,0.0,33.0,0.41,0.59,1656.0,1199.0,457.0,270.0,6.0,164.0,50.0,50.0,187.0,15.0,68.0,38.0,66.0,1204.0,344.0,860.0,520.0,257.0,81.0,18.0,7.0,1361.0,8.0,269.0,359.0,0.851,805.0,946.0,0,34516.88,1751.0,40.60413041235788,-74.0113355788044,211
0.3452381,0.28,0.33,0.14,0.16,0.72,0.01,4940.67854923,1235646.48757,0.0,37633.0,84.0,29.0,55.0,0.22,0.78,2255.0,1809.0,446.0,349.0,6.0,185.0,86.0,72.0,97.0,7.0,29.0,10.0,51.0,1744.0,567.0,1177.0,564.0,248.0,81.0,22.0,13.0,1618.0,13.0,358.0,419.0,0.9302,1079.0,1160.0,0,50214.17,2239.0,40.60280320743953,-74.00859919565075,212
0.1010101,0.37,0.41,0.19,0.29,0.63,0.01,6092.04243268,1765217.08261,0.0,31652.0,99.0,10.0,89.0,0.22,0.78,2459.0,1801.0,658.0,511.0,56.0,262.0,127.0,66.0,147.0,13.0,6.0,20.0,108.0,1689.0,688.0,1001.0,530.0,313.0,94.0,46.0,0.0,1612.0,20.0,741.0,569.0,0.9146,1232.0,1347.0,0,42319.21,2579.0,40.60696841088221,-74.00472383014235,213
0.1309524,0.28,0.35,0.14,0.19,0.72,0.0,6100.98075482,1896108.85576,0.0,40565.0,168.0,22.0,146.0,0.19,0.81,2686.0,2034.0,652.0,526.0,8.0,255.0,148.0,115.0,126.0,24.0,16.0,7.0,79.0,1969.0,695.0,1274.0,600.0,272.0,99.0,16.0,8.0,2017.0,13.0,524.0,597.0,0.9238,1346.0,1457.0,2,40580.77,2803.0,40.608300214463625,-74.00715142976468,214
0.1358025,0.36,0.38,0.15,0.32,0.64,0.0,5730.24694388,1781130.52536,0.0,41108.0,162.0,22.0,140.0,0.1,0.9,2943.0,2111.0,832.0,745.0,37.0,302.0,264.0,142.0,87.0,0.0,7.0,16.0,64.0,2013.0,756.0,1257.0,647.0,311.0,90.0,35.0,11.0,1930.0,5.0,964.0,647.0,0.9332,1467.0,1572.0,1,48517.38,3039.0,40.61245974390597,-74.00268132744571,215
0.0,0.21,0.31,0.18,0.2,0.79,0.0,5157.91324709,1605281.78607,0.0,45699.0,63.0,0.0,63.0,0.24,0.76,2033.0,1558.0,475.0,360.0,12.0,212.0,74.0,62.0,115.0,22.0,33.0,12.0,48.0,1565.0,492.0,1073.0,528.0,277.0,103.0,4.0,0.0,1562.0,4.0,394.0,350.0,0.901,937.0,1040.0,1,35191.07,1977.0,40.613705408539346,-74.00714469171474,216
0.1891892,0.22,0.36,0.17,0.19,0.78,0.0,4679.72972237,1216850.49742,0.0,37667.0,74.0,14.0,60.0,0.32,0.68,1737.0,1326.0,411.0,281.0,11.0,138.0,66.0,66.0,130.0,15.0,28.0,40.0,47.0,1330.0,480.0,850.0,441.0,224.0,86.0,28.0,0.0,1446.0,0.0,354.0,395.0,0.915,883.0,965.0,0,42590.3,1848.0,40.615644014866035,-74.00510623079826,217
0.2232143,0.23,0.38,0.19,0.2,0.77,0.0,5864.28970706,1885932.51984,0.0,38512.0,112.0,25.0,87.0,0.36,0.64,2450.0,1947.0,503.0,320.0,5.0,159.0,87.0,69.0,183.0,0.0,68.0,17.0,98.0,1838.0,704.0,1134.0,574.0,348.0,175.0,37.0,10.0,2006.0,0.0,519.0,485.0,0.9046,1242.0,1373.0,0,39383.26,2615.0,40.61747772729033,-74.00273955190538,218
0.1293532,0.44,0.42,0.14,0.31,0.56,0.01,6614.31896383,2291793.67238,0.0,30786.0,201.0,26.0,175.0,0.25,0.75,4388.0,3284.0,1104.0,831.0,65.0,439.0,185.0,142.0,273.0,27.0,94.0,60.0,92.0,3115.0,1296.0,1819.0,924.0,431.0,140.0,74.0,6.0,2588.0,28.0,1409.0,1097.0,0.9918,2288.0,2307.0,1,56704.08,4595.0,40.621037975192465,-74.00038575761407,219
0.6292135,0.66,0.53,0.03,0.02,0.34,0.06,9075.28516252,2952085.26441,1.0,29219.0,89.0,56.0,33.0,0.06,0.94,1256.0,857.0,399.0,374.0,5.0,245.0,65.0,59.0,25.0,8.0,6.0,0.0,11.0,700.0,369.0,331.0,149.0,24.0,9.0,9.0,0.0,437.0,73.0,20.0,431.0,1.0781,676.0,627.0,0,11546.58,1303.0,40.653258027047364,-74.01108902969459,220
0.1186441,0.65,0.49,0.08,0.04,0.35,0.1,5426.06701135,1620769.85593,0.0,26813.0,59.0,7.0,52.0,0.18,0.82,1479.0,1044.0,435.0,357.0,8.0,276.0,53.0,20.0,78.0,27.0,10.0,23.0,18.0,884.0,432.0,452.0,185.0,75.0,0.0,0.0,0.0,555.0,159.0,64.0,474.0,0.9102,750.0,824.0,0,26192.76,1574.0,40.64805591054919,-74.01596094260955,221
0.0877193,0.22,0.19,0.39,0.12,0.78,0.02,4135.06553581,1002028.61895,0.0,54375.0,57.0,5.0,52.0,0.34,0.66,1890.0,1523.0,367.0,244.0,6.0,155.0,24.0,59.0,123.0,25.0,51.0,0.0,47.0,1462.0,271.0,1191.0,895.0,567.0,130.0,47.0,12.0,1463.0,46.0,225.0,397.0,0.921,898.0,975.0,0,49812.57,1873.0,40.63861436584461,-74.02921467879216,222
0.1011236,0.18,0.15,0.36,0.11,0.82,0.01,5676.20178879,1886951.29367,0.0,51362.0,89.0,9.0,80.0,0.39,0.61,2762.0,2233.0,529.0,322.0,16.0,150.0,46.0,110.0,207.0,15.0,52.0,48.0,92.0,2238.0,336.0,1902.0,1510.0,807.0,241.0,53.0,13.0,2349.0,17.0,329.0,501.0,0.9342,1392.0,1490.0,0,41497.63,2882.0,40.63719310759192,-74.03393733077122,223
0.0,0.08,0.15,0.46,0.06,0.92,0.01,6458.18352998,2378281.05612,0.0,92945.0,38.0,0.0,38.0,0.55,0.45,1362.0,1012.0,350.0,156.0,0.0,56.0,35.0,65.0,194.0,21.0,107.0,35.0,31.0,1011.0,156.0,855.0,684.0,468.0,222.0,82.0,4.0,1340.0,10.0,86.0,327.0,0.9598,717.0,747.0,0,16976.84,1464.0,40.630801390018384,-74.03659508646523,224
0.0,0.28,0.15,0.58,0.04,0.72,0.14,5283.85665969,1744094.3952,0.0,61486.0,26.0,0.0,26.0,0.5,0.5,3257.0,2589.0,668.0,331.0,22.0,128.0,55.0,126.0,337.0,38.0,63.0,29.0,207.0,2732.0,406.0,2326.0,1956.0,1584.0,725.0,224.0,67.0,2330.0,459.0,133.0,352.0,0.9691,1600.0,1651.0,1,52860.55,3251.0,40.68659967004545,-73.98505364478238,225
0.125,0.08,0.08,0.49,0.05,0.92,0.0,4886.11737249,1297099.94141,0.0,67000.0,56.0,7.0,49.0,0.59,0.41,1125.0,911.0,214.0,87.0,0.0,50.0,30.0,7.0,127.0,14.0,44.0,41.0,28.0,890.0,68.0,822.0,637.0,435.0,150.0,95.0,6.0,1035.0,5.0,60.0,206.0,0.8581,520.0,606.0,0,23658.62,1126.0,40.630237453689666,-74.03270561580017,226
0.0,0.08,0.15,0.4,0.04,0.92,0.0,10101.9564801,2731654.12277,0.0,68594.0,99.0,0.0,99.0,0.59,0.41,1247.0,854.0,393.0,163.0,9.0,39.0,62.0,53.0,230.0,20.0,143.0,39.0,28.0,839.0,126.0,713.0,520.0,334.0,186.0,107.0,43.0,1124.0,1.0,43.0,290.0,0.9016,577.0,640.0,1,12619.87,1217.0,40.6269206571976,-74.03568283624244,227
0.078125,0.1,0.1,0.43,0.06,0.9,0.0,7035.9813175,2025194.36276,0.0,61217.0,64.0,5.0,59.0,0.5,0.5,2260.0,1806.0,454.0,226.0,9.0,121.0,36.0,60.0,228.0,17.0,78.0,34.0,99.0,1817.0,188.0,1629.0,1270.0,775.0,390.0,194.0,43.0,2156.0,9.0,146.0,402.0,0.8817,1125.0,1276.0,0,33596.95,2401.0,40.624137103305436,-74.03689217085828,228
0.25,0.07,0.23,0.31,0.05,0.93,0.01,4722.23922987,1197690.78459,0.0,21804.0,32.0,8.0,24.0,0.54,0.46,1757.0,1595.0,162.0,74.0,0.0,40.0,7.0,27.0,88.0,21.0,23.0,8.0,36.0,1597.0,370.0,1227.0,786.0,497.0,209.0,106.0,43.0,1655.0,10.0,82.0,153.0,0.5891,658.0,1117.0,0,40195.4,1775.0,40.62160471874939,-74.03765219808535,229
0.0,0.08,0.12,0.35,0.03,0.92,0.0,4155.60511505,970120.004201,0.0,54500.0,24.0,0.0,24.0,0.33,0.67,2378.0,2037.0,341.0,228.0,0.0,106.0,48.0,74.0,113.0,11.0,38.0,12.0,52.0,2032.0,248.0,1784.0,1226.0,720.0,368.0,156.0,17.0,2261.0,9.0,76.0,277.0,0.8197,1105.0,1348.0,0,77199.87,2453.0,40.61951984522551,-74.03821910295224,230
0.0531915,0.17,0.13,0.38,0.09,0.83,0.01,6351.31278099,1443146.44822,0.0,45267.0,94.0,5.0,89.0,0.38,0.62,3177.0,2520.0,657.0,409.0,0.0,163.0,90.0,156.0,248.0,25.0,30.0,37.0,156.0,2701.0,351.0,2350.0,1653.0,1035.0,519.0,219.0,26.0,2670.0,17.0,280.0,417.0,0.9043,1522.0,1683.0,0,62980.16,3205.0,40.617182845535815,-74.03511887428522,231
0.1538462,0.23,0.2,0.37,0.12,0.77,0.01,6098.16799427,2080303.29267,0.0,41522.0,130.0,20.0,110.0,0.39,0.61,3230.0,2580.0,650.0,396.0,24.0,160.0,73.0,139.0,254.0,13.0,66.0,32.0,143.0,2585.0,524.0,2061.0,1478.0,967.0,340.0,102.0,28.0,2531.0,29.0,398.0,500.0,1.0085,1661.0,1647.0,0,44503.27,3308.0,40.61908863712768,-74.03218876591706,232
0.1564246,0.33,0.27,0.34,0.14,0.67,0.01,5498.33511966,1639074.11166,0.0,45396.0,179.0,28.0,151.0,0.26,0.74,2801.0,2093.0,708.0,524.0,28.0,239.0,112.0,145.0,184.0,9.0,6.0,20.0,149.0,2088.0,563.0,1525.0,1105.0,709.0,276.0,54.0,15.0,1959.0,17.0,404.0,600.0,1.0515,1490.0,1417.0,1,50457.02,2907.0,40.622082854890834,-74.03160435064258,233
0.0,0.26,0.21,0.32,0.12,0.74,0.01,5368.67787531,1746674.171,0.0,34576.0,109.0,0.0,109.0,0.3,0.7,2907.0,2233.0,674.0,469.0,11.0,233.0,74.0,151.0,205.0,10.0,49.0,18.0,128.0,2200.0,473.0,1727.0,1156.0,704.0,312.0,86.0,0.0,2263.0,27.0,382.0,661.0,0.9528,1494.0,1568.0,0,47754.79,3062.0,40.624910735541945,-74.03044579608154,234
0.0,0.23,0.21,0.34,0.09,0.77,0.02,5927.10025327,2186790.13884,0.0,45213.0,124.0,0.0,124.0,0.25,0.75,3421.0,2643.0,778.0,584.0,13.0,228.0,151.0,192.0,194.0,32.0,87.0,15.0,60.0,2592.0,546.0,2046.0,1367.0,891.0,335.0,138.0,25.0,2693.0,53.0,305.0,675.0,0.9518,1699.0,1785.0,0,44826.22,3484.0,40.628925299408365,-74.02880928249186,235
0.2142857,0.14,0.14,0.55,0.03,0.86,0.03,7777.5978072,2658846.79382,0.0,62049.0,126.0,27.0,99.0,0.43,0.57,5006.0,4048.0,958.0,545.0,57.0,253.0,89.0,146.0,413.0,69.0,52.0,78.0,214.0,4074.0,551.0,3523.0,2863.0,2260.0,932.0,365.0,96.0,4431.0,156.0,145.0,724.0,0.8595,2374.0,2762.0,0,53299.96,5136.0,40.67912142754444,-73.99944115908316,236
0.0,0.13,0.12,0.69,0.03,0.87,0.02,5236.04803898,1680804.20053,0.0,70536.0,91.0,0.0,91.0,0.63,0.37,3403.0,2698.0,705.0,260.0,38.0,124.0,46.0,52.0,445.0,46.0,156.0,93.0,150.0,2775.0,327.0,2448.0,2180.0,1921.0,1034.0,337.0,110.0,3042.0,70.0,105.0,599.0,0.898,1656.0,1844.0,0,58738.64,3500.0,40.684175889130515,-73.99722306893591,237
0.2142857,0.31,0.22,0.58,0.06,0.69,0.07,5563.97131983,1927677.64335,2.0,55417.0,70.0,15.0,55.0,0.43,0.57,3227.0,2502.0,725.0,410.0,34.0,162.0,65.0,149.0,315.0,31.0,67.0,12.0,205.0,2521.0,552.0,1969.0,1731.0,1457.0,841.0,242.0,46.0,2288.0,224.0,195.0,545.0,0.9928,1664.0,1676.0,3,48489.69,3340.0,40.685234712060165,-73.9917011745167,238
